task,latency,resource,observation,reward,cost,workload,conf
1006,97.983,160.0,0.0;0.0;0.17;0.7;0.0;0.0;0.0;0.81;0.02;1.08;1.09;0.21;10.18;6.33;0.83;0.28;1.44;1.51;160.0;10;97.983,15,0,10,17;2;19;1;30;200;-3;13;1;-177;1.9;30;3;1;3;2;22;2;1;16;3968;13;1;13;2;992;192;6.0;1;2
1007,24723.455,144.0,0.0;0.01;0.2;1.06;0.0;0.0;0.0;0.81;0.02;0.98;1.02;0.26;4.42;6.25;0.88;0.27;1.44;1.45;144.0;10;24723.455,10.0,24625.47,10,18;2;20;2;20;200;-2;12;1;-178;1.9;40;2;1;3;1;21;1;1;16;3840;13;1;14;1;992;160;6.5;1;3
1008,182.655,167.0,0.06;0.24;0.08;0.73;0.0;0.0;0.0;0.81;0.02;1.08;0.76;0.26;25.33;4.76;0.9;0.3;1.04;1.41;167.0;10;182.655,5.0,82.66,10,17;3;19;2;20;200;-1;11;2;-179;2.1;30;1;1;4;1;21;1;1;17;3712;12;1;15;1;1024;192;7.0;1;3
1009,183.935,196.0,0.0;0.01;0.17;2.6;0.0;0.0;0.0;0.95;0.02;1.14;1.04;0.24;8.75;6.2;0.83;0.28;1.23;0.77;196.0;10;183.935,0.1,1.28,10,16;3;20;2;10;100;-1;11;1;-179;1.9;20;1;1;3;1;22;2;1;16;3584;13;1;15;2;1024;160;6.5;2;3
1010,158.335,195.0,0.0;0.0;0.21;0.84;0.07;0.07;0.0;0.82;0.02;1.08;1.08;0.24;23.24;4.69;0.74;0.3;1.23;1.49;195.0;10;158.335,5.7,0,10,17;3;19;1;20;100;-1;12;1;-180;2.1;10;1;2;4;1;21;3;1;17;3712;12;1;15;2;1024;128;7.0;1;2
1011,191.359,165.0,0.0;0.0;0.15;0.92;0.39;0.0;0.0;0.05;0.02;1.03;1.17;0.22;1.37;0.27;0.83;0.26;0.13;1.35;165.0;10;191.359,10.0,33.02,10,18;3;18;1;10;100;-2;13;1;-181;2.1;10;1;1;5;1;22;2;1;16;3840;13;1;14;1;1024;160;6.5;1;3
1012,166.655,166.0,0.0;0.0;0.2;8.04;0.0;0.0;0.0;0.43;0.02;1.03;1.09;0.23;4.47;4.76;0.83;0.37;0.68;1.4;166.0;10;166.655,5.0,0,10,18;2;19;1;20;200;-1;12;1;-181;2.3;10;2;1;4;2;21;2;2;15;3840;14;1;15;2;992;128;6.0;1;3
1013,311.295,182.0,0.0;0.0;0.29;0.75;0.0;0.0;0.0;0.81;0.02;0.97;1.15;0.23;15.8;4.65;0.83;0.4;1.18;1.38;182.0;10;311.295,0.1,144.64,10,19;1;18;2;30;100;-1;13;1;-182;2.3;20;2;1;4;1;22;2;2;16;3712;13;1;16;3;960;128;5.5;1;3
1014,199.167,185.0,0.0;0.0;0.09;6.01;0.0;0.0;0.0;0.81;0.03;1.0;1.21;0.2;6.72;3.78;0.87;0.3;1.17;1.5;185.0;10;199.167,5.0,99.17,10,18;1;17;1;40;100;0;14;1;-183;2.1;20;3;2;5;1;21;3;1;17;3840;12;1;16;3;960;160;6.0;1;2
1015,293.631,203.0,0.47;0.01;0.24;2.48;0.0;0.0;0.0;0.09;0.03;1.08;1.16;0.21;10.35;3.7;0.92;0.31;0.1;1.51;203.0;10;293.631,0.1,94.46,10,17;2;18;2;30;100;-1;13;1;-184;2.3;10;2;3;5;1;20;3;1;18;3968;12;1;17;2;928;160;6.5;1;3
1016,183.679,179.0,0.0;0.0;0.21;1.14;0.5;0.44;0.0;0.08;0.02;1.04;1.1;0.2;7.91;5.15;0.93;0.4;0.11;1.42;179.0;10;183.679,15,83.68,10,18;1;19;1;20;100;-2;14;2;-184;2.1;20;3;3;4;2;21;3;2;18;4096;13;1;18;1;896;192;6.0;1;3
1017,174.719,178.0,0.0;0.0;0.15;3.1;0.0;0.0;0.0;0.8;0.02;0.95;1.15;0.19;5.0;3.72;0.84;0.39;0.99;1.43;178.0;10;174.719,3.39,0,10,19;2;18;1;10;100;-2;15;2;-184;1.9;30;4;2;5;1;22;2;2;19;4096;13;1;19;1;928;160;6.5;1;3
1018,51.935,219.0,0.0;0.0;0.14;0.78;0.0;0.0;0.0;0.37;0.02;1.02;1.15;0.17;6.19;3.89;0.88;0.33;0.1;0.68;219.0;10;51.935,5.0,0,10,18;3;19;1;10;100;-3;16;3;-183;2.1;20;5;3;4;1;21;2;1;20;3968;12;1;19;1;896;192;7.0;2;3
1019,157.567,232.0,0.0;0.0;0.09;0.72;0.0;0.0;0.0;0.81;0.02;1.12;1.15;0.18;5.15;6.32;0.83;0.4;0.94;1.6;232.0;10;157.567,0.1,105.63,10,18;3;18;1;10;100;-4;15;3;-183;1.9;30;6;2;3;1;22;2;2;19;4096;13;1;20;2;864;160;6.5;1;3
1020,175.871,263.0,0.0;0.0;0.19;0.74;0.0;0.0;0.0;0.83;0.02;1.03;1.14;0.2;4.43;9.35;0.84;0.32;0.4;1.44;263.0;10;175.871,0.1,18.3,10,18;3;18;1;10;100;-4;14;3;-184;2.1;20;7;1;2;2;22;3;1;20;3968;12;1;19;3;832;160;6.0;1;3
1021,176.127,295.0,0.0;0.0;0.21;0.83;0.0;0.0;0.0;0.05;0.04;1.09;1.08;0.19;3.66;6.29;0.83;0.3;0.11;1.39;295.0;10;176.127,0.1,0.26,10,17;3;19;2;20;100;-5;15;3;-183;1.9;10;8;2;3;3;22;3;1;20;3968;13;1;18;3;832;128;5.5;1;3
1022,70.783,270.0,0.0;0.01;0.07;0.83;0.0;0.0;0.0;0.06;0.02;1.15;1.04;0.16;3.66;6.32;0.83;0.44;0.08;1.31;270.0;10;70.783,15,0,10,16;3;20;3;10;100;-6;16;2;-182;2.1;20;9;1;3;2;22;2;2;19;3840;12;1;19;3;800;96;6.0;1;2
1023,33.055,258.0,0.0;0.24;0.17;0.67;0.0;0.0;0.0;0.07;0.02;1.08;0.58;0.16;3.82;6.2;0.84;0.3;0.08;1.47;258.0;10;33.055,13.4,0,10,17;2;21;2;10;100;-7;17;3;-182;2.1;20;8;1;3;1;22;3;1;19;3840;12;1;20;2;800;64;5.5;1;2
1024,117.759,244.0,0.0;0.01;0.17;0.72;0.0;0.0;0.0;0.83;0.02;1.09;1.04;0.15;3.62;4.74;0.8;0.33;0.94;1.48;244.0;10;117.759,9.8,84.7,10,16;2;20;2;10;100;-8;18;2;-182;1.9;20;8;1;4;2;22;3;1;20;3968;11;1;20;2;832;64;5.5;1;3
0,80.383,119.0,0.0;0.0;0.61;0.81;0.0;0.0;0.0;0.82;0.02;2.63;2.98;0.45;4.44;2.71;2.62;0.56;2.52;0.21;119.0;10;80.383,5.0,0,10,7;2;7;2;100;500;7;7;2;0;0.5;60;7;2;7;2;7;2;4;4;128;7;1;7;2;128;128;2.0;7;2
1,51.231,114.0,0.0;0.0;0.33;0.89;0.0;0.0;0.0;0.07;0.03;2.62;2.61;0.34;4.96;2.68;2.34;0.54;0.24;0.23;114.0;10;51.231,8.5,0,10,7;2;8;1;90;600;8;8;2;0;0.5;60;6;3;7;3;8;1;3;4;256;7;1;8;1;256;128;2.5;7;2
2,157.055,119.0,0.0;0.0;0.41;3.6;0.0;0.0;0.0;0.07;0.02;2.3;2.58;0.41;2.64;2.68;2.31;0.46;0.26;0.25;119.0;10;157.055,0.1,57.06,10,8;1;8;1;80;600;7;7;3;-1;0.5;60;6;2;7;3;8;2;3;3;384;8;1;7;1;256;160;2.5;6;3
3,198.527,120.0,0.0;0.02;0.35;0.69;0.0;0.0;0.0;0.83;0.03;2.05;1.23;0.34;5.27;2.34;2.65;0.63;3.11;0.2;120.0;10;198.527,0.1,41.47,10,9;1;9;2;70;500;6;8;2;-2;0.7;60;6;1;8;2;7;3;4;4;256;7;1;6;1;256;192;3.0;7;3
4,197.631,91.0,0.0;0.0;0.43;0.72;0.0;0.0;0.0;0.43;0.03;2.32;2.55;0.32;6.25;2.7;3.06;0.49;1.51;0.21;91.0;10;197.631,10.27,0,10,8;1;8;1;80;400;5;9;1;-3;0.5;60;5;1;7;1;6;3;3;5;384;8;1;7;2;256;160;3.0;7;2
5,184.831,100.0,0.0;0.0;0.57;0.63;0.0;0.0;0.0;0.75;0.02;2.65;2.6;0.29;5.27;2.34;2.67;0.49;0.86;0.2;100.0;10;184.831,3.84,0,10,7;1;8;1;90;400;6;10;2;-4;0.5;70;6;1;8;1;7;3;3;4;256;8;1;6;1;288;192;3.5;8;2
6,184.063,95.0,0.0;0.03;0.44;0.71;0.0;0.0;0.0;1.97;0.02;3.1;2.72;0.32;6.31;2.09;2.66;0.38;2.69;0.19;95.0;10;184.063,3.73,0,10,6;2;7;2;80;300;7;9;1;-4;0.5;60;5;1;9;2;7;2;2;4;128;8;1;7;1;256;224;3.0;8;1
7,134.911,103.0,0.0;0.0;0.42;0.18;0.0;0.16;0.0;0.07;0.02;3.07;2.98;0.32;5.18;1.85;3.08;0.29;0.21;0.17;103.0;10;134.911,5.0,0,10,6;1;7;3;70;200;7;9;2;-3;0.5;70;6;1;10;1;6;3;1;5;256;9;1;7;1;288;192;2.5;8;1
8,190.975,125.0,0.0;0.01;0.37;15.42;0.0;0.0;0.0;0.83;0.02;3.75;3.46;0.28;1.73;2.08;2.66;0.33;3.11;0.17;125.0;10;190.975,0.1,56.06,10,5;1;6;2;60;300;6;10;3;-3;0.5;80;5;1;9;2;7;3;2;6;128;10;1;6;1;256;224;2.0;9;2
9,179.199,120.0,0.0;0.0;0.22;0.88;0.0;0.0;0.0;0.06;0.02;4.65;2.98;0.26;4.79;1.86;2.31;0.36;0.36;0.16;120.0;10;179.199,7.03,0,10,4;1;7;2;50;400;5;11;3;-3;0.7;70;6;2;10;1;8;3;2;5;32;9;1;5;1;288;192;1.5;9;1
10,197.375,135.0,0.0;0.0;0.37;0.87;0.0;0.0;0.0;0.85;0.02;6.2;2.95;0.25;4.44;2.07;2.64;0.46;3.73;0.17;135.0;10;197.375,0.1,18.18,10,3;2;7;2;50;300;6;11;3;-3;0.9;80;7;3;9;2;7;3;3;4;32;8;1;5;1;256;224;1.1;9;1
11,17.823,119.0,0.0;0.0;0.25;0.85;0.0;0.0;0.0;0.7;0.02;6.26;3.28;0.25;5.19;2.11;3.09;0.41;1.13;0.15;119.0;10;17.823,15,0,10,3;1;6;3;50;400;7;12;3;-2;0.7;70;6;3;9;1;6;2;3;3;32;9;1;4;1;256;256;1.1;10;1
12,115.135,109.0,0.0;0.0;0.32;0.73;0.0;0.0;0.0;1.38;0.02;4.6;3.42;0.23;4.4;1.88;3.66;0.45;0.27;0.15;109.0;10;115.135,7.0,97.31,10,4;2;6;3;40;300;6;12;2;-2;0.5;80;7;3;10;1;5;1;3;2;160;8;1;5;1;256;256;1.1;10;1
13,174.335,127.0,0.0;0.0;0.29;0.82;0.0;0.0;0.0;0.05;0.02;4.61;4.72;0.22;5.06;1.87;3.05;0.4;0.48;0.14;127.0;10;174.335,0.1,59.2,10,4;3;5;2;40;200;5;13;3;-2;0.5;90;6;3;10;2;6;1;2;1;288;8;1;4;1;288;288;1.1;10;1
14,175.231,118.0,0.0;0.01;0.27;0.79;0.0;0.0;0.0;0.06;0.03;3.7;4.17;0.21;6.19;2.07;2.61;0.4;0.61;0.17;118.0;10;175.231,6.3,0.9,10,5;2;5;2;30;300;5;14;2;-1;0.7;80;5;3;9;2;7;1;3;2;288;9;1;3;1;320;320;1.1;9;2
15,70.655,104.0,0.0;0.0;0.24;1.04;0.0;0.0;0.0;0.09;0.01;3.18;5.19;0.21;5.25;1.86;3.11;0.34;0.46;0.15;104.0;10;70.655,14.8,0,10,6;1;4;2;40;300;6;14;2;-2;0.9;70;6;2;10;2;6;1;2;3;416;10;1;4;1;352;352;1.6;10;1
16,72.255,116.0,0.0;0.0;0.23;0.72;0.0;0.0;0.0;0.81;0.02;3.18;6.88;0.19;6.06;1.85;3.72;0.28;3.76;0.13;116.0;10;72.255,0.1,0,10,6;1;3;1;50;300;7;15;2;-3;0.7;80;5;3;10;3;5;1;2;3;544;11;1;5;1;320;320;1.1;11;1
17,189.823,129.0,3.98;0.01;0.44;4.08;0.06;0.0;0.0;0.04;0.01;2.62;6.95;0.21;5.11;2.06;2.79;0.36;0.28;0.12;129.0;10;189.823,0.1,117.57,10,7;1;3;2;60;300;8;14;2;-4;0.5;90;4;2;9;3;6;1;3;4;544;11;1;6;2;288;288;1.6;12;2
18,185.855,154.0,0.0;0.0;0.29;0.67;0.0;0.0;0.0;0.83;0.02;3.13;6.94;0.21;6.19;1.85;2.65;0.28;3.13;0.14;154.0;10;185.855,1.19,0,10,6;1;3;3;50;200;8;13;3;-4;0.5;80;5;2;10;2;7;1;2;4;416;12;1;6;3;320;256;1.1;11;3
19,156.031,125.0,0.0;0.24;0.38;0.72;0.0;0.0;0.0;0.83;0.02;3.11;7.3;0.23;6.16;1.89;2.63;0.24;3.15;0.12;125.0;10;156.031,15,0,10,6;1;2;3;50;100;9;12;2;-5;0.5;90;5;1;10;1;7;1;2;5;288;13;1;6;3;320;288;1.1;12;3
20,126.079,115.0,0.0;0.07;0.12;0.69;0.0;0.0;0.0;0.53;0.02;3.76;14.36;0.24;7.72;2.07;2.3;0.24;2.68;0.11;115.0;10;126.079,12.0,0,10,5;1;1;3;40;200;8;13;1;-5;0.7;80;4;1;9;1;8;2;1;6;160;12;1;7;2;320;320;1.6;13;3
21,147.583,132.0,0.0;0.01;0.32;2.35;0.0;0.0;0.0;0.43;0.02;4.62;10.49;0.2;4.9;1.9;2.03;0.21;0.92;0.11;132.0;10;147.583,0.1,21.5,10,4;2;2;2;50;300;9;14;1;-4;0.5;80;4;2;10;1;9;1;1;7;288;13;1;8;3;352;288;1.6;14;3
22,14.735,156.0,0.0;0.01;0.38;2.35;0.0;0.0;0.0;0.82;0.02;4.62;10.45;0.18;4.9;1.84;1.82;0.24;2.08;0.1;156.0;10;14.735,5.0,0,10,5;1;2;2;60;300;10;15;2;-5;0.5;70;4;1;10;1;10;2;2;8;160;14;1;9;3;384;288;2.1;14;3
23,181.887,141.0,0.0;0.0;0.32;0.71;0.0;0.0;0.0;0.75;0.02;4.58;10.4;0.18;10.32;1.84;1.66;0.31;2.07;0.1;141.0;10;181.887,10.0,167.15,10,4;1;2;1;50;300;10;15;2;-6;0.5;80;3;1;10;1;11;2;3;9;32;13;1;9;3;384;288;2.6;15;2
24,191.359,120.0,0.0;0.01;0.37;0.91;0.0;0.0;0.0;0.98;0.02;6.26;6.9;0.17;10.68;2.07;1.52;0.31;1.86;0.08;120.0;10;191.359,10.0,9.47,10,3;1;3;1;50;400;11;16;2;-6;0.5;90;3;1;9;1;12;1;3;8;32;12;1;10;3;352;256;3.1;16;1
25,235.135,113.0,0.0;0.0;0.3;1.57;0.0;0.0;0.0;0.82;0.02;4.6;5.14;0.16;5.66;2.32;1.42;0.42;1.25;0.1;113.0;10;235.135,4.9,43.78,10,4;1;4;1;50;500;10;17;1;-7;0.7;80;3;2;8;1;13;1;4;8;160;11;1;11;3;320;224;3.6;17;1
26,322.047,122.0,0.0;0.0;0.36;0.74;0.0;0.0;0.0;0.81;0.02;3.68;6.92;0.17;15.61;2.69;1.52;0.51;1.88;0.08;122.0;10;322.047,0.1,222.05,10,5;1;3;1;60;600;9;17;1;-6;0.7;80;2;1;7;1;12;1;5;7;160;10;1;10;3;352;224;3.6;18;2
27,177.663,116.0,0.0;0.0;0.38;4.61;0.0;0.0;0.0;0.82;0.02;3.74;6.99;0.15;19.45;2.71;1.65;0.5;2.09;0.07;116.0;10;177.663,9.2,77.66,10,5;2;3;1;70;500;8;18;1;-7;0.9;70;1;2;7;1;11;2;4;6;288;9;1;9;3;384;192;3.1;18;1
28,253.951,118.0,0.0;0.49;0.37;2.21;0.0;0.0;0.0;0.83;0.02;4.6;5.46;0.15;8.07;3.16;1.53;0.49;2.33;0.08;118.0;10;253.951,0.1,76.29,10,4;1;4;2;60;600;9;19;1;-8;0.7;70;1;1;6;1;12;3;5;7;288;10;1;8;2;416;160;3.6;18;1
29,187.903,125.0,0.0;0.0;0.4;9.58;0.0;0.0;0.0;1.15;0.02;4.76;4.17;0.16;8.77;3.13;1.42;0.62;2.75;0.09;125.0;10;187.903,5.0,87.9,10,4;1;5;3;70;700;10;18;1;-7;0.5;60;1;1;6;2;13;2;6;6;416;9;1;7;3;384;192;4.1;19;1
30,160.127,106.0,0.0;0.01;0.4;7.84;0.0;0.0;0.0;0.06;0.02;6.44;3.43;0.16;7.87;3.13;1.41;0.81;0.24;0.07;106.0;10;160.127,15,0,10,3;2;6;3;60;600;11;18;1;-7;0.5;70;1;1;6;1;13;1;7;5;544;8;1;8;2;384;224;3.6;20;1
31,253.183,106.0,0.0;0.0;0.31;0.91;0.0;0.0;0.0;0.75;0.02;9.19;2.77;0.15;15.7;3.11;1.55;0.61;1.31;0.07;106.0;10;253.183,0.1,93.06,10,2;1;7;3;50;600;10;18;1;-8;0.5;80;2;1;6;1;12;1;6;4;416;9;1;8;2;352;224;4.1;20;1
32,178.175,103.0,0.0;0.0;0.38;9.14;0.0;0.0;0.0;0.82;0.02;6.09;2.61;0.17;2.82;3.17;1.68;0.76;2.08;0.08;103.0;10;178.175,7.1,78.18,10,3;1;8;2;60;500;9;17;1;-8;0.5;70;2;2;6;1;11;1;7;3;544;8;1;9;2;320;256;4.6;20;1
33,3.129,130.0,0.0;0.0;0.38;0.73;0.0;0.42;0.0;0.09;0.02;9.35;2.29;0.15;24.17;2.68;1.14;0.77;0.28;0.08;130.0;10;3.129,5.0,0,10,2;1;9;3;60;600;10;18;2;-9;0.5;60;1;3;7;1;10;1;7;3;544;8;1;9;2;320;288;5.1;19;1
34,137.215,110.0,0.0;0.0;0.41;1.81;0.0;0.0;0.0;0.29;0.02;6.18;2.6;0.16;7.97;2.36;1.64;0.6;0.16;0.07;110.0;10;137.215,10.0,134.09,10,3;1;8;2;70;600;9;19;1;-9;0.7;70;2;3;8;2;11;1;6;3;544;9;1;10;1;352;256;5.6;20;1
35,144.511,167.0,0.11;0.0;0.37;0.81;0.0;0.0;0.0;0.8;0.02;0.34;2.3;0.13;10.36;2.09;1.52;0.74;1.89;0.07;167.0;10;144.511,0.1,7.3,10,4;1;9;3;60;500;10;20;2;-8;0.5;80;3;2;9;3;12;2;7;2;416;8;1;10;1;384;224;5.1;21;1
36,181.759,129.0,0.0;0.0;0.4;0.7;0.0;0.0;0.0;0.81;0.01;4.67;2.6;0.15;10.55;1.84;1.42;0.8;2.11;0.07;129.0;10;181.759,10.0,37.25,10,4;1;8;3;70;500;9;20;1;-8;0.5;80;3;1;10;2;13;1;7;1;288;7;1;9;2;416;256;5.6;20;1
37,155.391,138.0,0.0;0.01;0.44;1.15;0.0;0.0;0.0;0.84;0.02;3.7;2.6;0.13;1.5;1.85;1.33;0.73;2.33;0.07;138.0;10;155.391,5.0,0,10,5;1;8;2;80;400;8;21;2;-7;0.5;90;2;1;10;1;13;2;7;1;416;8;1;8;1;384;288;6.1;21;1
38,170.623,176.0,0.0;0.0;0.39;0.71;0.3;0.0;0.0;0.85;0.02;3.71;2.98;0.15;10.04;2.22;1.41;0.72;2.06;0.08;176.0;10;170.623,0.1,15.23,10,5;1;7;1;70;500;8;20;3;-7;0.7;100;3;2;9;2;13;3;6;2;288;7;1;7;2;416;288;6.1;20;1
39,177.407,149.0,0.0;0.0;0.33;2.53;0.0;0.0;0.0;0.07;0.02;4.61;2.98;0.14;10.72;2.06;1.32;0.86;0.18;0.08;149.0;10;177.407,10.0,6.78,10,4;1;8;1;80;500;7;20;2;-8;0.5;100;2;3;9;1;14;2;5;3;416;6;1;8;1;448;320;6.1;20;2
40,120.063,189.0,0.0;0.0;0.56;9.21;0.93;0.0;0.0;0.82;0.02;6.15;1.56;0.15;2.34;2.21;1.31;0.73;2.34;0.07;189.0;10;120.063,5.0,0,10,3;1;9;1;90;400;8;19;2;-9;0.7;90;1;2;9;2;14;3;5;2;288;6;1;8;1;448;320;6.6;21;3
41,143.743,183.0,0.0;0.01;0.3;0.67;0.0;0.0;0.0;0.08;0.02;9.4;2.11;0.15;15.52;1.87;1.53;0.69;0.27;0.07;183.0;10;143.743,4.2,23.68,10,2;1;10;1;100;400;7;18;3;-8;0.9;100;2;2;10;1;13;2;6;1;288;7;1;7;1;416;352;7.1;21;3
42,190.207,143.0,0.0;0.0;0.41;0.72;0.0;4.25;0.0;0.83;0.01;9.32;2.29;0.14;14.68;2.05;1.78;0.72;3.12;0.07;143.0;10;190.207,10.0,46.46,10,2;1;9;2;100;500;8;19;2;-9;0.7;100;2;2;9;1;14;1;7;2;160;8;1;6;1;384;352;7.1;22;2
43,158.591,112.0,0.0;0.0;0.41;0.71;0.0;0.0;0.0;0.83;0.02;14.09;2.29;0.14;15.07;2.05;1.41;0.88;3.12;0.07;112.0;10;158.591,15,0,10,1;2;9;3;100;600;8;20;1;-9;0.5;100;2;3;8;1;13;1;8;1;288;7;1;7;1;352;384;7.6;22;1
44,183.679,129.0,0.0;0.0;0.68;3.27;0.0;1.13;0.0;0.08;0.02;17.53;2.32;0.15;14.32;2.7;1.29;0.98;0.39;0.07;129.0;10;183.679,0.1,25.09,10,1;2;9;3;90;700;9;21;2;-10;0.5;90;1;3;7;1;14;1;7;2;416;6;1;6;1;352;352;8.1;22;1
45,380.159,110.0,0.0;0.01;0.66;0.66;0.0;0.0;0.0;0.82;0.02;9.29;2.62;0.13;15.49;2.32;1.43;1.28;3.16;0.07;110.0;10;380.159,10.0,196.48,10,2;1;8;2;80;700;8;21;1;-11;0.7;100;2;2;8;2;13;1;8;2;416;5;1;6;2;384;384;8.1;21;1
46,886.783,90.0,0.0;0.01;0.48;9.98;0.0;0.0;0.0;0.8;0.02;18.94;2.98;0.14;8.39;2.37;1.5;1.19;3.77;0.07;90.0;10;886.783,10.0,786.78,10,1;1;7;2;90;600;9;21;1;-10;0.9;100;1;1;8;1;12;1;9;3;544;6;1;5;1;352;384;7.6;22;1
47,307.199,109.0,0.0;0.0;0.45;0.68;0.3;0.0;0.01;0.08;0.02;9.3;2.6;0.13;23.41;2.71;1.41;1.49;0.35;0.07;109.0;10;307.199,5.0,207.2,10,2;2;8;3;100;500;9;21;1;-9;0.9;90;1;1;7;2;13;1;9;4;672;5;1;5;1;352;384;7.1;22;1
48,476.415,90.0,0.0;0.0;0.46;0.62;0.0;0.0;0.01;0.07;0.02;9.71;2.96;0.13;15.21;2.33;1.53;1.88;0.27;0.07;90.0;10;476.415,10.0,376.42,10,2;1;7;2;90;600;8;20;1;-10;0.7;90;2;1;8;1;12;1;9;3;672;4;1;6;1;352;416;6.6;22;1
49,215.551,108.0,0.0;0.01;0.41;0.68;0.0;0.0;0.01;0.05;0.02;6.15;2.97;0.13;20.73;2.71;1.69;1.49;0.39;0.07;108.0;10;215.551,5.0,115.55,10,3;1;7;2;80;700;7;21;1;-11;0.7;80;1;2;7;2;11;2;9;3;800;5;1;5;1;384;416;7.1;22;1
50,221.823,122.0,0.0;0.0;0.36;0.78;0.0;0.0;0.0;0.85;0.03;6.17;2.59;0.13;30.63;3.14;1.65;1.64;2.22;0.06;122.0;10;221.823,0.1,121.82,10,3;2;8;3;70;700;6;21;2;-11;0.9;70;1;1;6;1;11;1;10;2;800;5;1;6;1;416;416;6.6;21;1
51,192.639,171.0,0.0;0.0;0.38;0.86;0.1;0.0;0.01;0.84;0.03;6.16;2.29;0.14;25.09;2.04;1.65;1.2;2.67;0.07;171.0;10;192.639,5.0,92.64,10,3;2;9;3;60;600;7;20;3;-12;1.1;80;1;2;5;2;11;1;9;1;672;6;1;7;1;416;384;7.1;21;2
52,113.471,148.0,0.0;0.0;0.35;0.89;0.0;0.0;0.01;0.84;0.02;4.64;2.56;0.13;30.18;4.72;1.53;1.16;2.64;0.08;148.0;10;113.471,15,0,10,4;2;8;2;70;600;7;21;3;-11;1.3;70;1;3;4;3;12;1;10;1;800;7;1;7;1;416;416;7.6;20;1
53,184.063,121.0,1.39;0.01;0.29;0.86;0.0;0.0;0.0;0.06;0.02;6.17;2.97;0.14;23.55;3.71;1.53;1.25;0.23;0.07;121.0;10;184.063,10.0,70.59,10,3;3;7;1;80;500;8;21;2;-12;1.1;80;1;2;5;3;13;1;9;1;800;6;1;7;1;384;416;8.1;20;1
54,191.487,136.0,0.0;0.0;0.36;0.79;0.15;0.0;0.0;0.82;0.03;9.32;3.48;0.14;31.13;2.75;1.41;1.01;2.68;0.08;136.0;10;191.487,0.1,7.42,10,2;2;6;1;70;600;9;20;3;-11;1.3;90;1;1;6;3;13;1;8;2;800;7;1;7;1;352;384;8.1;20;1
55,162.431,138.0,0.28;0.0;0.5;0.63;0.14;0.0;0.0;0.81;0.02;12.78;2.99;0.15;15.49;2.2;1.53;1.25;2.36;0.08;138.0;10;162.431,5.0,0,10,1;3;7;2;80;600;10;20;3;-12;1.1;100;2;1;7;2;12;1;9;1;800;6;1;8;1;352;416;8.6;19;1
56,173.823,112.0,0.0;0.0;0.47;5.47;0.0;0.0;0.01;0.86;0.02;9.15;3.46;0.14;1.5;3.13;1.45;1.18;2.27;0.07;112.0;10;173.823,10.0,11.39,10,2;3;6;1;70;500;11;20;2;-11;1.1;90;2;1;6;2;13;1;8;2;928;6;1;7;1;384;416;9.1;20;1
57,138.879,156.0,0.0;0.0;0.19;1.11;0.23;0.0;0.01;0.07;0.01;17.28;2.97;0.15;5.36;2.58;1.31;1.14;0.27;0.07;156.0;10;138.879,5.0,0,10,1;3;7;1;60;400;10;20;3;-10;1.3;100;3;2;6;3;14;2;9;1;1056;7;1;8;1;416;416;9.6;19;1
58,150.015,130.0,0.16;0.0;0.32;1.33;0.0;0.0;0.0;0.82;0.02;8.25;2.95;0.12;10.56;3.05;1.21;1.24;2.04;0.07;130.0;10;150.015,10.0,11.14,10,2;3;7;1;50;300;11;21;2;-9;1.1;90;2;3;6;3;15;1;10;1;1056;7;1;9;1;448;416;9.6;20;1
59,162.559,149.0,0.0;0.0;0.39;4.0;0.0;0.81;0.01;0.82;0.02;18.81;2.94;0.13;6.62;3.15;1.31;1.39;1.74;0.08;149.0;10;162.559,0.1,12.54,10,1;3;7;1;50;200;12;22;2;-9;0.9;90;1;2;6;3;14;2;9;1;1184;6;1;10;2;448;416;9.6;21;1
60,137.343,190.0,0.0;0.0;0.29;0.73;0.16;0.0;0.0;0.82;0.01;9.31;2.59;0.14;31.05;2.2;1.32;1.5;1.86;0.08;190.0;10;137.343,5.0,0,10,2;3;8;2;40;100;11;22;2;-9;1.1;80;1;3;6;3;14;2;8;1;1312;5;1;10;3;416;448;9.6;20;2
61,154.623,185.0,0.0;0.0;0.29;0.71;0.05;0.0;0.0;0.07;0.02;6.22;2.25;0.12;15.44;3.33;1.34;1.71;0.17;0.07;185.0;10;154.623,3.5,17.28,10,3;3;9;1;40;100;11;22;2;-9;0.9;90;2;3;5;3;14;1;9;1;1440;5;1;10;2;448;416;9.1;21;3
62,180.863,177.0,1.19;0.0;0.24;0.8;0.14;0.0;0.01;0.64;0.02;6.94;2.59;0.12;24.56;4.37;1.34;2.1;1.86;0.07;177.0;10;180.863,5.6,26.24,10,3;3;8;2;30;200;12;22;2;-8;0.7;80;1;3;4;3;15;1;8;1;1568;4;1;10;3;480;384;9.6;22;2
63,177.535,177.0,0.0;0.26;0.21;0.69;0.0;0.0;0.0;0.82;0.02;6.24;3.06;0.12;15.43;6.27;1.16;3.11;2.11;0.07;177.0;10;177.535,1.0,0,10,3;2;7;3;20;100;11;21;1;-9;0.9;70;2;2;3;3;16;2;9;2;1440;3;1;9;2;512;416;10.0;21;3
